23/05/23,70.00,birthday,
24/05/23,55.00,groceries,
25/05/23,16.00,community store,
25/05/23,83.30,food,
25/05/23,43.00,food - oh my cake,
25/05/23,40.00,unknown expense,
26/05/23,277.00,food - kakkanad,
26/05/23,350.00,jersey,
26/05/23,90.00,groceries,
27/05/23,27.00,food - oh my cake,
29/05/23,200.00,food - mandhi souk,
29/05/23,12.50,groceries - anns,
29/05/23,35.00,food - desi cuppa,
29/05/23,22.50,food - sarvana bhavan,
29/05/23,84.00,milk,
30/05/23,"4,250.00",books,
30/05/23,280.00,food - barkaas,
30/05/23,500.00,scooter advance payment ,
30/05/23,20.00,pens,
31/05/23,80.00,food - uncles,
31/05/23,70.00,groceries,
31/05/23,"124,000.00",avenis 125 scooter ,
01/06/23,30.00,groceries,
02/06/23,17.50,groceries,
02/06/23,10.00,food,
03/06/23,200.00,Google account balance,
03/06/23,300.67,food - sijis pizza,
03/06/23,200.00,diesel - scooter,
03/06/23,850.00,scooter helmet,
03/06/23,100.00,scooter delivery man tip,
04/06/23,15.00,ice cream,
04/06/23,"1,000.00",diesel,
06/06/23,"3,000.00",diesel,
06/06/23,212.60,food - kaasa kitchen,
06/06/23,30.00,ice cream,
07/06/23,70.00,groceries,
08/06/23,400.00,banana chips,
12/06/23,220.00,food,
12/06/23,231.60,food,
13/06/23,239.00,jio recharge,
23/06/23,160.00,Food - mandhi souk,
27/06/23,75.00,Food - mandhi souk,
29/06/23,100.00,Treat,
29/06/23,60.00,Food - uncles,
29/06/23,10.00,Groceries,
04/07/23,140.00,Movies,
04/07/23,30.00,Parking ticket - lulu,
04/07/23,104.50,Food - Burger King,
04/07/23,85.00,Food - hotel aaryas,
06/07/23,10.00,To amma,
07/07/23,175.00,Food - mandhi souk,
08/07/23,"1,000.00",Diesel,
08/07/23,55.00,Groceries,
08/07/23,80.00,Ashna bday gift,
08/07/23,100.00,Food - meet and eat,
08/07/23,"1,250.00",Amma's specs,
10/07/23,205.00,Food - mandhi souk,
11/07/23,299.00,VI recharge,
11/07/23,55.00,Groceries,
11/07/23,371.00,Scooter - 1st service,
11/07/23,130.00,Groceries,
12/07/23,90.00,Food - cafeteria,
12/07/23,300.00,Petrol - scooter,
12/07/23,25.00,Food - church,
13/07/23,209.00,Jio recharge,
13/07/23,50.00,Food,
13/07/23,45.00,Food - royal bakery,
13/07/23,20.00,Ice cream,
14/07/23,380.00,Food - malabar grills,
15/07/23,20.00,Lime,
15/07/23,30.00,Food,
15/07/23,20.00,Areekal entry ticket,
17/07/23,10.00,Ice cream,
17/07/23,60.00,Groceries,
17/07/23,46.00,Pharmacy,
18/07/23,780.00,Books,
18/07/23,20.00,Lime,
18/07/23,25.00,Fish for asish,
18/07/23,100.00,Food - meet n eat,
20/07/23,9.00,Photostat,
20/07/23,67.00,Football,
20/07/23,61.00,Jio recharge,
21/07/23,160.00,Food - mandi souk,
21/07/23,32.50,Groceries,
22/07/23,300.00,Petrol - scooter ,
26/07/23,100.00,food - meet n eat,
26/07/23,50.00,chips,
26/07/23,22.00,photostat,
29/07/23,251.00,Food - Subway,
29/07/23,80.00,Food - seetha shake,
29/07/23,60.00,Petrol - moses,
29/07/23,67.00,Groceries,
30/07/23,100.00,Groceries,
30/07/23,30.00,Food - kedaram,
31/07/23,60.00,Courier,
01/08/23,433.00,reliance shopping,
01/08/23,40.00,shake,
01/08/23,50.00,petrol - asish,
01/08/23,80.00,food - seetha devi,
02/08/23,150.00,Food - mandhi souk,
02/08/23,150.00,shoe fixing,
02/08/23,115.00,Google drive storage,
03/08/23,222.50,food - taquitos,
03/08/23,30.00,food - street shop,
03/08/23,100.00,chocolate,
04/08/23,45.00,Food - royal bakers,
04/08/23,20.00,lime,
04/08/23,5.00,sambharam,
04/08/23,700.00,new uniform stitching,
04/08/23,50.00,groceries,
04/08/23,105.00,food - hotel grand,
